Timestamp,PM.Engagement.IsActive,PM.Engagement.Scaled,PM.Engagement.Raw,PM.Engagement.Min,PM.Engagement.Max,PM.Excitement.IsActive,PM.Excitement.Scaled,PM.Excitement.Raw,PM.Excitement.Min,PM.Excitement.Max,PM.LongTermExcitement,PM.Stress.IsActive,PM.Stress.Scaled,PM.Stress.Raw,PM.Stress.Min,PM.Stress.Max,PM.Relaxation.IsActive,PM.Relaxation.Scaled,PM.Relaxation.Raw,PM.Relaxation.Min,PM.Relaxation.Max,PM.Interest.IsActive,PM.Interest.Scaled,PM.Interest.Raw,PM.Interest.Min,PM.Interest.Max,PM.Focus.IsActive,PM.Focus.Scaled,PM.Focus.Raw,PM.Focus.Min,PM.Focus.Max
1684884995.890530,1,0.880612,0.880612,0.000000,1.000000,1,0.898533,0.898533,0.000000,1.000000,0.000000,1,0.852513,0.852513,0.000000,1.000000,1,0.839959,0.839959,0.000000,1.000000,1,0.827910,0.827910,0.000000,1.000000,1,0.878372,0.878372,0.000000,1.000000
1684885005.890530,1,0.824093,0.824093,0.000000,1.000000,1,0.811291,0.811291,0.000000,1.000000,0.000000,1,0.856506,0.856506,0.000000,1.000000,1,0.850312,0.850312,0.000000,1.000000,1,0.846050,0.846050,0.000000,1.000000,1,0.841884,0.841884,0.000000,1.000000
1684885015.890530,1,0.850480,0.850480,0.000000,1.000000,1,0.840634,0.840634,0.000000,1.000000,0.000000,1,0.845384,0.845384,0.000000,1.000000,1,0.865260,0.865260,0.000000,1.000000,1,0.889547,0.889547,0.000000,1.000000,1,0.809338,0.809338,0.000000,1.000000
1684885025.890530,1,0.830822,0.830822,0.000000,1.000000,1,0.863278,0.863278,0.000000,1.000000,0.000000,1,0.829105,0.829105,0.000000,1.000000,1,0.807919,0.807919,0.000000,1.000000,1,0.786753,0.786753,0.000000,1.000000,1,0.882840,0.882840,0.000000,1.000000
1684885035.890530,1,0.868400,0.868400,0.000000,1.000000,1,0.852484,0.852484,0.000000,1.000000,0.000000,1,0.855716,0.855716,0.000000,1.000000,1,0.836132,0.836132,0.000000,1.000000,1,0.851818,0.851818,0.000000,1.000000,1,0.821732,0.821732,0.000000,1.000000
1684885045.890530,1,0.779336,0.779336,0.000000,1.000000,1,0.762541,0.762541,0.000000,1.000000,0.000000,1,0.823289,0.823289,0.000000,1.000000,1,0.855510,0.855510,0.000000,1.000000,1,0.831650,0.831650,0.000000,1.000000,1,0.804741,0.804741,0.000000,1.000000
1684885055.890530,1,0.828431,0.828431,0.000000,1.000000,1,0.859823,0.859823,0.000000,1.000000,0.000000,1,0.781812,0.781812,0.000000,1.000000,1,0.801679,0.801679,0.000000,1.000000,1,0.817709,0.817709,0.000000,1.000000,1,0.829959,0.829959,0.000000,1.000000
1684885065.890530,1,0.815583,0.815583,0.000000,1.000000,1,0.795298,0.795298,0.000000,1.000000,0.000000,1,0.807980,0.807980,0.000000,1.000000,1,0.763000,0.763000,0.000000,1.000000,1,0.763761,0.763761,0.000000,1.000000,1,0.827188,0.827188,0.000000,1.000000
1684885075.890530,1,0.793407,0.793407,0.000000,1.000000,1,0.771467,0.771467,0.000000,1.000000,0.000000,1,0.824817,0.824817,0.000000,1.000000,1,0.838085,0.838085,0.000000,1.000000,1,0.828585,0.828585,0.000000,1.000000,1,0.736090,0.736090,0.000000,1.000000
1684885085.890530,1,0.721066,0.721066,0.000000,1.000000,1,0.769780,0.769780,0.000000,1.000000,0.000000,1,0.739938,0.739938,0.000000,1.000000,1,0.768412,0.768412,0.000000,1.000000,1,0.764016,0.764016,0.000000,1.000000,1,0.796986,0.796986,0.000000,1.000000
1684885095.890530,1,0.841336,0.841336,0.000000,1.000000,1,0.821334,0.821334,0.000000,1.000000,0.000000,1,0.769989,0.769989,0.000000,1.000000,1,0.730901,0.730901,0.000000,1.000000,1,0.781390,0.781390,0.000000,1.000000,1,0.784108,0.784108,0.000000,1.000000
1684885105.890530,1,0.746143,0.746143,0.000000,1.000000,1,0.727567,0.727567,0.000000,1.000000,0.000000,1,0.815887,0.815887,0.000000,1.000000,1,0.810162,0.810162,0.000000,1.000000,1,0.739521,0.739521,0.000000,1.000000,1,0.777300,0.777300,0.000000,1.000000
1684885115.890530,1,0.752023,0.752023,0.000000,1.000000,1,0.789357,0.789357,0.000000,1.000000,0.000000,1,0.747759,0.747759,0.000000,1.000000,1,0.798539,0.798539,0.000000,1.000000,1,0.817657,0.817657,0.000000,1.000000,1,0.747910,0.747910,0.000000,1.000000
1684885125.890530,1,0.803711,0.803711,0.000000,1.000000,1,0.777809,0.777809,0.000000,1.000000,0.000000,1,0.749923,0.749923,0.000000,1.000000,1,0.721475,0.721475,0.000000,1.000000,1,0.757942,0.757942,0.000000,1.000000,1,0.808771,0.808771,0.000000,1.000000
1684885135.890530,1,0.829693,0.829693,0.000000,1.000000,1,0.814720,0.814720,0.000000,1.000000,0.000000,1,0.843277,0.843277,0.000000,1.000000,1,0.823866,0.823866,0.000000,1.000000,1,0.788979,0.788979,0.000000,1.000000,1,0.785855,0.785855,0.000000,1.000000
1684885145.890530,1,0.722175,0.722175,0.000000,1.000000,1,0.760636,0.760636,0.000000,1.000000,0.000000,1,0.792036,0.792036,0.000000,1.000000,1,0.821651,0.821651,0.000000,1.000000,1,0.808302,0.808302,0.000000,1.000000,1,0.792967,0.792967,0.000000,1.000000
1684885155.890530,1,0.855554,0.855554,0.000000,1.000000,1,0.838269,0.838269,0.000000,1.000000,0.000000,1,0.779230,0.779230,0.000000,1.000000,1,0.779766,0.779766,0.000000,1.000000,1,0.848078,0.848078,0.000000,1.000000,1,0.801502,0.801502,0.000000,1.000000
1684885165.890530,1,0.834678,0.834678,0.000000,1.000000,1,0.831031,0.831031,0.000000,1.000000,0.000000,1,0.858419,0.858419,0.000000,1.000000,1,0.823146,0.823146,0.000000,1.000000,1,0.759733,0.759733,0.000000,1.000000,1,0.864732,0.864732,0.000000,1.000000
1684885175.890530,1,0.824800,0.824800,0.000000,1.000000,1,0.843647,0.843647,0.000000,1.000000,0.000000,1,0.848497,0.848497,0.000000,1.000000,1,0.869963,0.869963,0.000000,1.000000,1,0.868241,0.868241,0.000000,1.000000,1,0.812322,0.812322,0.000000,1.000000
1684885185.890530,1,0.829400,0.829400,0.000000,1.000000,1,0.800606,0.800606,0.000000,1.000000,0.000000,1,0.797940,0.797940,0.000000,1.000000,1,0.821929,0.821929,0.000000,1.000000,1,0.856710,0.856710,0.000000,1.000000,1,0.830044,0.830044,0.000000,1.000000
1684885195.890530,1,0.887456,0.887456,0.000000,1.000000,1,0.888914,0.888914,0.000000,1.000000,0.000000,1,0.866839,0.866839,0.000000,1.000000,1,0.845510,0.845510,0.000000,1.000000,1,0.833551,0.833551,0.000000,1.000000,1,0.868333,0.868333,0.000000,1.000000
1684885205.890530,1,0.807309,0.807309,0.000000,1.000000,1,0.830668,0.830668,0.000000,1.000000,0.000000,1,0.865327,0.865327,0.000000,1.000000,1,0.853793,0.853793,0.000000,1.000000,1,0.830944,0.830944,0.000000,1.000000,1,0.857443,0.857443,0.000000,1.000000
1684885215.890530,1,0.858220,0.858220,0.000000,1.000000,1,0.835770,0.835770,0.000000,1.000000,0.000000,1,0.828613,0.828613,0.000000,1.000000,1,0.851685,0.851685,0.000000,1.000000,1,0.897448,0.897448,0.000000,1.000000,1,0.799774,0.799774,0.000000,1.000000
1684885225.890530,1,0.841549,0.841549,0.000000,1.000000,1,0.854901,0.854901,0.000000,1.000000,0.000000,1,0.840546,0.840546,0.000000,1.000000,1,0.820934,0.820934,0.000000,1.000000,1,0.789002,0.789002,0.000000,1.000000,1,0.881302,0.881302,0.000000,1.000000
1684885235.890530,1,0.855145,0.855145,0.000000,1.000000,1,0.866586,0.866586,0.000000,1.000000,0.000000,1,0.855614,0.855614,0.000000,1.000000,1,0.844126,0.844126,0.000000,1.000000,1,0.836927,0.836927,0.000000,1.000000,1,0.839580,0.839580,0.000000,1.000000
1684885245.890530,1,0.787760,0.787760,0.000000,1.000000,1,0.750327,0.750327,0.000000,1.000000,0.000000,1,0.803377,0.803377,0.000000,1.000000,1,0.839873,0.839873,0.000000,1.000000,1,0.848165,0.848165,0.000000,1.000000,1,0.789845,0.789845,0.000000,1.000000
1684885255.890530,1,0.832917,0.832917,0.000000,1.000000,1,0.852343,0.852343,0.000000,1.000000,0.000000,1,0.801797,0.801797,0.000000,1.000000,1,0.810540,0.810540,0.000000,1.000000,1,0.821760,0.821760,0.000000,1.000000,1,0.823764,0.823764,0.000000,1.000000
1684885265.890530,1,0.795992,0.795992,0.000000,1.000000,1,0.815189,0.815189,0.000000,1.000000,0.000000,1,0.811940,0.811940,0.000000,1.000000,1,0.763988,0.763988,0.000000,1.000000,1,0.744919,0.744919,0.000000,1.000000,1,0.841573,0.841573,0.000000,1.000000
1684885275.890530,1,0.804416,0.804416,0.000000,1.000000,1,0.762392,0.762392,0.000000,1.000000,0.000000,1,0.807980,0.807980,0.000000,1.000000,1,0.820463,0.820463,0.000000,1.000000,1,0.843681,0.843681,0.000000,1.000000,1,0.720461,0.720461,0.000000,1.000000
1684885285.890530,1,0.731703,0.731703,0.000000,1.000000,1,0.764116,0.764116,0.000000,1.000000,0.000000,1,0.757687,0.757687,0.000000,1.000000,1,0.784875,0.784875,0.000000,1.000000,1,0.761818,0.761818,0.000000,1.000000,1,0.799760,0.799760,0.000000,1.000000
1684885295.890530,1,0.825394,0.825394,0.000000,1.000000,1,0.837360,0.837360,0.000000,1.000000,0.000000,1,0.763585,0.763585,0.000000,1.000000,1,0.737855,0.737855,0.000000,1.000000,1,0.762575,0.762575,0.000000,1.000000,1,0.802672,0.802672,0.000000,1.000000
1684885305.890530,1,0.759173,0.759173,0.000000,1.000000,1,0.711652,0.711652,0.000000,1.000000,0.000000,1,0.796088,0.796088,0.000000,1.000000,1,0.792500,0.792500,0.000000,1.000000,1,0.764032,0.764032,0.000000,1.000000,1,0.759513,0.759513,0.000000,1.000000
1684885315.890530,1,0.755564,0.755564,0.000000,1.000000,1,0.783671,0.783671,0.000000,1.000000,0.000000,1,0.769627,0.769627,0.000000,1.000000,1,0.810606,0.810606,0.000000,1.000000,1,0.816008,0.816008,0.000000,1.000000,1,0.746324,0.746324,0.000000,1.000000
1684885325.890530,1,0.783326,0.783326,0.000000,1.000000,1,0.795737,0.795737,0.000000,1.000000,0.000000,1,0.748642,0.748642,0.000000,1.000000,1,0.720032,0.720032,0.000000,1.000000,1,0.741390,0.741390,0.000000,1.000000,1,0.819585,0.819585,0.000000,1.000000
1684885335.890530,1,0.842843,0.842843,0.000000,1.000000,1,0.803945,0.803945,0.000000,1.000000,0.000000,1,0.832246,0.832246,0.000000,1.000000,1,0.805934,0.805934,0.000000,1.000000,1,0.809100,0.809100,0.000000,1.000000,1,0.770082,0.770082,0.000000,1.000000
1684885345.890530,1,0.728303,0.728303,0.000000,1.000000,1,0.759967,0.759967,0.000000,1.000000,0.000000,1,0.810049,0.810049,0.000000,1.000000,1,0.838987,0.838987,0.000000,1.000000,1,0.798130,0.798130,0.000000,1.000000,1,0.798973,0.798973,0.000000,1.000000
1684885355.890530,1,0.842628,0.842628,0.000000,1.000000,1,0.851157,0.851157,0.000000,1.000000,0.000000,1,0.768786,0.768786,0.000000,1.000000,1,0.783998,0.783998,0.000000,1.000000,1,0.835208,0.835208,0.000000,1.000000,1,0.816295,0.816295,0.000000,1.000000
1684885365.890530,1,0.847688,0.847688,0.000000,1.000000,1,0.816811,0.816811,0.000000,1.000000,0.000000,1,0.845517,0.845517,0.000000,1.000000,1,0.809869,0.809869,0.000000,1.000000,1,0.782770,0.782770,0.000000,1.000000,1,0.851140,0.851140,0.000000,1.000000
1684885375.890530,1,0.825733,0.825733,0.000000,1.000000,1,0.840463,0.840463,0.000000,1.000000,0.000000,1,0.863767,0.863767,0.000000,1.000000,1,0.881441,0.881441,0.000000,1.000000,1,0.862005,0.862005,0.000000,1.000000,1,0.813327,0.813327,0.000000,1.000000
1684885385.890530,1,0.811828,0.811828,0.000000,1.000000,1,0.814021,0.814021,0.000000,1.000000,0.000000,1,0.794779,0.794779,0.000000,1.000000,1,0.817552,0.817552,0.000000,1.000000,1,0.848746,0.848746,0.000000,1.000000,1,0.835795,0.835795,0.000000,1.000000
1684885395.890530,1,0.898171,0.898171,0.000000,1.000000,1,0.880245,0.880245,0.000000,1.000000,0.000000,1,0.861988,0.861988,0.000000,1.000000,1,0.830312,0.830312,0.000000,1.000000,1,0.849584,0.849584,0.000000,1.000000,1,0.855037,0.855037,0.000000,1.000000
1684885405.890530,1,0.810347,0.810347,0.000000,1.000000,1,0.832393,0.832393,0.000000,1.000000,0.000000,1,0.879220,0.879220,0.000000,1.000000,1,0.869755,0.869755,0.000000,1.000000,1,0.816656,0.816656,0.000000,1.000000,1,0.863977,0.863977,0.000000,1.000000
1684885415.890530,1,0.846933,0.846933,0.000000,1.000000,1,0.847417,0.847417,0.000000,1.000000,0.000000,1,0.819193,0.819193,0.000000,1.000000,1,0.853010,0.853010,0.000000,1.000000,1,0.891534,0.891534,0.000000,1.000000,1,0.811920,0.811920,0.000000,1.000000
1684885425.890530,1,0.857366,0.857366,0.000000,1.000000,1,0.838642,0.838642,0.000000,1.000000,0.000000,1,0.829635,0.829635,0.000000,1.000000,1,0.809523,0.809523,0.000000,1.000000,1,0.809251,0.809251,0.000000,1.000000,1,0.867754,0.867754,0.000000,1.000000
1684885435.890530,1,0.854184,0.854184,0.000000,1.000000,1,0.865783,0.865783,0.000000,1.000000,0.000000,1,0.869032,0.869032,0.000000,1.000000,1,0.859207,0.859207,0.000000,1.000000,1,0.825951,0.825951,0.000000,1.000000,1,0.843036,0.843036,0.000000,1.000000
1684885445.890530,1,0.767952,0.767952,0.000000,1.000000,1,0.764120,0.764120,0.000000,1.000000,0.000000,1,0.798218,0.798218,0.000000,1.000000,1,0.831962,0.831962,0.000000,1.000000,1,0.846358,0.846358,0.000000,1.000000,1,0.796043,0.796043,0.000000,1.000000
1684885455.890530,1,0.848835,0.848835,0.000000,1.000000,1,0.837767,0.837767,0.000000,1.000000,0.000000,1,0.798386,0.798386,0.000000,1.000000,1,0.794394,0.794394,0.000000,1.000000,1,0.837601,0.837601,0.000000,1.000000,1,0.804436,0.804436,0.000000,1.000000
1684885465.890530,1,0.793250,0.793250,0.000000,1.000000,1,0.822748,0.822748,0.000000,1.000000,0.000000,1,0.829638,0.829638,0.000000,1.000000,1,0.785245,0.785245,0.000000,1.000000,1,0.724125,0.724125,0.000000,1.000000,1,0.852812,0.852812,0.000000,1.000000
1684885475.890530,1,0.790760,0.790760,0.000000,1.000000,1,0.777123,0.777123,0.000000,1.000000,0.000000,1,0.795152,0.795152,0.000000,1.000000,1,0.815765,0.815765,0.000000,1.000000,1,0.842484,0.842484,0.000000,1.000000,1,0.733133,0.733133,0.000000,1.000000
1684885485.890530,1,0.756981,0.756981,0.000000,1.000000,1,0.739194,0.739194,0.000000,1.000000,0.000000,1,0.746439,0.746439,0.000000,1.000000,1,0.774493,0.774493,0.000000,1.000000,1,0.781839,0.781839,0.000000,1.000000,1,0.780425,0.780425,0.000000,1.000000
